previous_time_range,latest_time_range,platform,orbit_direction,relative_orbit,instrument_mode,polarizations,processing,comparison_valid_pixels,comparison_valid_coverage_percent,delta_vv_db_mean,delta_vv_db_median,delta_vh_db_mean,delta_vh_db_median,delta_vv_vh_ratio_db_mean,delta_vv_vh_ratio_db_median
2026-09-04T12:12:00Z / 2026-09-04T12:15:00Z,2026-09-16T12:12:00Z / 2026-09-16T12:15:00Z,Sentinel-1D,ascending,12,IW,"VV,VH",GAMMA0_TERRAIN + orthorectify + COPERNICUS DEM,1080492,98.72916666666667,-0.3505590558052063,-0.4840092658996582,0.12107829004526138,-0.1693406105041504,-0.4716373085975647,-0.3672018051147461
